titleId,weekday,title,src
731130,thu,이두나!,https://shared-comic.pstatic.net/thumb/webtoon/731130/thumbnail/thumbnail_IMAG10_95bffd81-d7ca-48f7-8e17-3da2c97ae7db.jpg
570506,thu,최강전설 강해효,https://shared-comic.pstatic.net/thumb/webtoon/570506/thumbnail/title_thumbnail_20130710192300_t83x90.jpg
637931,thu,전자오락수호대,https://shared-comic.pstatic.net/thumb/webtoon/637931/thumbnail/thumbnail_IMAG10_f3fcdcff-76fe-43d8-ba90-1e38b5306879.jpg
710761,thu,하드캐리,https://shared-comic.pstatic.net/thumb/webtoon/710761/thumbnail/thumbnail_IMAG10_9f8253a1-2318-4c0d-8d9e-f044f2203d4c.jpg
699415,thu,간 떨어지는 동거,https://shared-comic.pstatic.net/thumb/webtoon/699415/thumbnail/thumbnail_IMAG10_64dbd565-a463-4cb8-b4bb-131bd082cc44.jpg
720128,thu,금요일 베스트,https://shared-comic.pstatic.net/thumb/webtoon/720128/thumbnail/thumbnail_IMAG10_2a8555a0-027a-4186-a7f6-e84fd253ebca.jpg
131385,thu,쿠베라,https://shared-comic.pstatic.net/thumb/webtoon/131385/thumbnail/thumbnail_IMAG10_c5053bcc-3b95-473d-bfe1-e4256bf56b58.jpg
699659,thu,좋아하는 부분,https://shared-comic.pstatic.net/thumb/webtoon/699659/thumbnail/thumbnail_IMAG10_e12f7293-375d-4612-87e7-1b1db2dc9fb0.jpg
727798,thu,겟백,https://shared-comic.pstatic.net/thumb/webtoon/727798/thumbnail/thumbnail_IMAG10_49220347-365e-4b67-a511-502298e4d4f0.jpg
675554,thu,가우스전자 시즌3~4,https://shared-comic.pstatic.net/thumb/webtoon/675554/thumbnail/thumbnail_IMAG10_66613407-1041-4f4f-ad8a-1983361f932e.jpg
733033,thu,로그아웃,https://shared-comic.pstatic.net/thumb/webtoon/733033/thumbnail/thumbnail_IMAG10_d7d0a0fb-b5e8-447c-82d5-bb4c0d73e843.jpg
670144,thu,가담항설,https://shared-comic.pstatic.net/thumb/webtoon/670144/thumbnail/title_thumbnail_20151230192753_t83x90.jpg
715772,thu,좀비딸,https://shared-comic.pstatic.net/thumb/webtoon/715772/thumbnail/thumbnail_IMAG10_45108665-e46e-49f7-9ee5-ded04dbbc6d0.jpg
732056,thu,썸머 브리즈,https://shared-comic.pstatic.net/thumb/webtoon/732056/thumbnail/thumbnail_IMAG10_5b169cb4-4f35-4820-aa6f-c1704ee98a4e.jpg
701700,thu,트롤트랩,https://shared-comic.pstatic.net/thumb/webtoon/701700/thumbnail/thumbnail_IMAG10_91d1c77b-9ad9-43ce-8299-ed986700c65a.jpg
728619,thu,병의 기록,https://shared-comic.pstatic.net/thumb/webtoon/728619/thumbnail/thumbnail_IMAG10_fc7ad34d-1662-4e2f-89d0-dd12a8a6fd02.jpg
718707,thu,한남동 케이하우스,https://shared-comic.pstatic.net/thumb/webtoon/718707/thumbnail/thumbnail_IMAG10_0075c83f-7307-4310-91c9-5964784208a0.jpg
